"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044304","GO:0044304","main axon","14/491","15/2087",0.933333333333333,3.96714188730482,6.39544138839078,1.62427219196843e-08,1.40916587465369e-07,6.14589478042108e-08,"Mapt/Map1b/Epb41l3/Map1a/Sptan1/Ank3/Sptbn1/Dnm1/Ank1/Bin1/Camk2d/Gabbr1/Kcna2/Tubb4a",14
"GO:0005911","GO:0005911","cell-cell junction","43/491","86/2087",0.5,2.12525458248472,5.90959782451487,4.27743608180713e-08,3.61330784805287e-07,1.57589750382368e-07,"Epb41l3/Sptan1/Sorbs1/Ank3/Strn/Add1/Atp1a1/Cd2ap/Anxa6/Myo1e/Myh9/Mpp1/Tln2/Fermt2/Pdlim5/Synm/Afdn/Ppp1ca/Cgnl1/Pdcd6ip/Ctnnd1/Camsap3/Luzp1/Actb/Pcdh12/Dsc1/Ank2/Arhgap17/Atp1b1/Cadm1/Cadm3/Camk2d/Cdc42bpb/Dst/Flot1/Flot2/Itgb1/Jcad/Kcna2/Lama3/Magi3/Mtss1/Prkcd",43
"GO:0070382","GO:0070382","exocytic vesicle","35/491","64/2087",0.546875,2.32449719959267,5.96794132459647,4.53068340631601e-08,3.72910095750626e-07,1.62639917149806e-07,"Rab3c/Septin5/Pebp1/Dnm1/Sec22b/Exoc4/Snap29/Mal2/Dpysl3/Calm1/Vdac1/Amph/Ap2m1/Atp2b1/Atp8a1/Bin1/Cadm1/Dgki/Dmxl2/Gabbr1/Madd/Mctp2/Phaf1/Rab11b/Rab5c/Rph3a/Septin4/Snap25/Snap91/Stx7/Syn1/Syn2/Syp/Syt7/Wdr7",35
"GO:0097060","GO:0097060","synaptic membrane","40/491","78/2087",0.512820512820513,2.17974828972792,5.88881815979618,5.28562397484215e-08,4.24171323981083e-07,1.84996839119475e-07,"Rtn4/Ank3/Strn/Epb41l1/Dnm1/Afdn/Septin7/Rala/Vdac1/Ank1/Ank2/Ap2b1/Ap2m1/Atp2b1/Cadm1/Cadm3/Dgki/Dnajc6/Dnm3/Exoc3/Flot2/Gabbr1/Gnao1/Itgb1/Itsn2/Kcna2/Kctd16/Pacsin1/Rab3gap2/Rph3a/Scn10a/Scn11a/Septin3/Snap25/Snap91/Stxbp1/Synj1/Syp/Syt7/Trpv1",40
"GO:0008021","GO:0008021","synaptic vesicle","34/491","63/2087",0.53968253968254,2.29392558109462,5.7830343810065,1.10724039297475e-07,8.66888210109496e-07,3.78082085406011e-07,"Rab3c/Septin5/Pebp1/Dnm1/Sec22b/Exoc4/Snap29/Mal2/Calm1/Vdac1/Amph/Ap2m1/Atp2b1/Atp8a1/Bin1/Cadm1/Dgki/Dmxl2/Gabbr1/Madd/Mctp2/Phaf1/Rab11b/Rab5c/Rph3a/Septin4/Snap25/Snap91/Stx7/Syn1/Syn2/Syp/Syt7/Wdr7",34
"GO:0031252","GO:0031252","cell leading edge","51/491","112/2087",0.455357142857143,1.93549970904859,5.64352655250101,1.15129325285181e-07,8.79916986108172e-07,3.83764417617271e-07,"Mapt/Epb41l3/Clasp2/Aak1/Wasl/Cd2ap/Bcas3/Sptbn1/Myh9/Tln2/Fermt2/Git1/Arpin/Dctn1/Snx2/Exoc4/Snx9/Ctnnd1/Ablim1/Actb/Dpysl3/Actr2/Caprin1/Abi1/Amph/Ank1/Arhgap44/Arpc5/Atp2b1/Bcar1/Cdc42bpb/Coro1b/Dgkz/Dst/Enah/Flot1/Flot2/Gabbr1/Itgb1/Jcad/Kcna2/Pacsin1/Palld/Rufy3/S100a6/Slk/Snap25/Snx1/Srcin1/Trpv1/Tubb3",51
"GO:0048786","GO:0048786","presynaptic active zone","18/491","24/2087",0.75,3.18788187372709,5.97807461971445,1.19300167899855e-07,8.90589625484967e-07,3.88419151301855e-07,"Afdn/Ehd1/Ctnnd1/Vdac1/Phb2/Arfgap3/Arhgap44/Atp2b1/Dgki/Flot1/Flot2/Pclo/Snap25/Snap47/Snap91/Stxbp1/Syn1/Syp",18
"GO:0005768","GO:0005768","endosome","74/491","188/2087",0.393617021276596,1.67307275642415,5.36487872571836,2.61001957793925e-07,1.90412791936023e-06,8.30460774798854e-07,"Eps15/Dync1li2/Atp1a1/Cd2ap/Rab3c/Anxa6/Scyl2/Fkbp15/Mon2/Myh9/Clint1/Washc2/Ap3d1/Git1/Rab11fip5/Ap3s1/Epn2/Snx2/Sh3gl1/Exoc4/Pdcd6ip/Ehd1/Gapvd1/Rab15/Rcc2/Rab23/Chmp3/Vps37a/Ank2/Ankrd13d/Ap3b2/Arhgap44/Arpc5/Bin1/Ccdc22/Chmp7/Dgkh/Ehbp1/Ehd3/Ehd4/Flot1/Flot2/Gga3/Itgb1/Nedd4l/Numb/Pacsin1/Pik3c3/Praf2/Prkcd/Ptpn23/Rab11b/Rab11fip2/Rab21/Rab5c/Rabgap1l/Relch/Shc1/Snap25/Snx1/Snx11/Stam2/Stx7/Tom1l2/Trappc9/Vipas39/Vps13a/Vps13c/Vps4b/Vps8/Wdr44/Wipf3/Ykt6/Zfyve16",74
"GO:0005938","GO:0005938","cell cortex","42/491","89/2087",0.471910112359551,2.00585825762603,5.37793441486443,4.95241208124202e-07,3.53272061795264e-06,1.54075042527529e-06,"Sptan1/Dctn4/Clasp2/Wasl/Cd2ap/Sptbn1/Septin5/Myo1e/Myh9/Lasp1/Mpp1/Fermt2/Dctn1/Phldb1/Exoc4/Septin7/Snx9/Ctnnd1/Dync1h1/Actb/Actr2/Fga/Ank1/Clip2/Dmtn/Dst/Exoc3/Flot1/Flot2/Fmn2/Fnbp1l/Fry/Kif21a/Mapre1/Mical3/Myl12b/Pclo/Septin3/Septin4/Snap25/Stxbp1/Tmod1",42
"GO:0005874","GO:0005874","microtubule","44/491","95/2087",0.463157894736842,1.9686568764069,5.35881242956316,5.06958789255931e-07,3.53769068154682e-06,1.54291805425718e-06,"Map6/Mapt/Map1b/Map1a/Map4/Ckap5/Tuba4a/Clasp2/Dync1li2/Bcas3/Tppp3/Dctn2/Dnm1/Dctn1/Map7/Tubb5/Camsap3/Dync1h1/Katnal2/Rcc2/Calm1/Chmp3/Bin1/Camsap1/Camsap2/Cep170b/Chmp7/Clip2/Cyld/Dnm3/Dst/Eml1/Katnal1/Katnb1/Kif21a/Kif5a/Kif5c/Klc2/Mapre1/Slain2/Synj1/Tubb3/Tubb4a/Wdr44",44
"GO:0043679","GO:0043679","axon terminus","24/491","40/2087",0.6,2.55030549898167,5.48996804283101,6.655141614979e-07,4.49382102054726e-06,1.9599219404256e-06,"Prph/Aak1/Septin5/Pebp1/Ap3d1/Git1/Sncb/Septin7/Actb/Calm1/Aqp1/Amph/Bin1/Cplx1/Dgki/Kcna2/Pacsin1/Pclo/Septin4/Snap91/Synj1/Syp/Syt7/Tanc1",24
"GO:0042641","GO:0042641","actomyosin","19/491","28/2087",0.678571428571429,2.88427407622927,5.56642510513332,6.71973236717348e-07,4.49382102054726e-06,1.9599219404256e-06,"Sorbs1/Dctn4/Septin5/Myh9/Fermt2/Pdlim5/Septin7/Pdcd6ip/Ablim1/Luzp1/Actb/Cdc42bpb/Coro1b/Dst/Enah/Mprip/Myl12b/Myo18a/Palld",19
"GO:0042734","GO:0042734","presynaptic membrane","27/491","48/2087",0.5625,2.39091140529532,5.40621021381103,7.9984160581193e-07,5.23977868297203e-06,2.28526173089123e-06,"Dnm1/Afdn/Septin7/Vdac1/Ap2b1/Ap2m1/Atp2b1/Cadm1/Cadm3/Dgki/Dnajc6/Exoc3/Flot2/Gabbr1/Gnao1/Itsn2/Kcna2/Kctd16/Rab3gap2/Scn10a/Scn11a/Septin3/Snap25/Snap91/Stxbp1/Syp/Syt7",27
"GO:0044306","GO:0044306","neuron projection terminus","24/491","42/2087",0.571428571428571,2.42886237998254,5.18740128908363,2.29575778053827e-06,1.47387649510557e-05,6.42812178550715e-06,"Prph/Aak1/Septin5/Pebp1/Ap3d1/Git1/Sncb/Septin7/Actb/Calm1/Aqp1/Amph/Bin1/Cplx1/Dgki/Kcna2/Pacsin1/Pclo/Septin4/Snap91/Synj1/Syp/Syt7/Tanc1",24
"GO:0005819","GO:0005819","spindle","36/491","77/2087",0.467532467532468,1.98725103816754,4.89504160694128,4.4928725073813e-06,2.82786681346941e-05,1.23333755104585e-05,"Map4/Ckap5/Dctn4/Clasp2/Wnk1/Myh9/Slc25a5/Git1/Anxa11/Dctn1/Septin7/Tubb5/Tpr/Luzp1/Katnal2/Rcc2/Map7d1/Calm1/Chmp3/Champ1/Chmp7/Crmp1/Csnk1a1/Cyld/Eml1/Fmn2/Fry/Iqcb1/Katnal1/Katnb1/Mapre1/Mical3/Nek7/Tubb3/Tubb4a/Vps4b",36
"GO:0031984","GO:0031984","organelle subcompartment","54/491","135/2087",0.4,1.70020366598778,4.66479767988699,7.54364067235038e-06,4.5750377840261e-05,1.99534358181824e-05,"Clasp2/Rtn4/Rtn3/Cd2ap/Esyt1/Esyt2/Rint1/Ap3d1/Lpcat1/Ap3s1/Sec22b/Lypla2/Srpra/Snx9/Postn/Reep5/Atp2a1/Arap1/Abhd12/Ap3b2/Asap1/Atg2b/Atl1/Atp8a1/Camk2d/Cept1/Dst/Ermp1/Fmn2/Gabbr1/Gga3/Hmox2/Kcna2/Lnpk/Myo18a/Nsf/Osbpl3/Pclo/Pdzd8/Phaf1/Plpp3/Rab21/Relch/Rtn1/Slc27a4/Snap25/Stbd1/Tex2/Tmed10/Trappc9/Vapb/Vcpip1/Vps13a/Vps13c",54
"GO:0001725","GO:0001725","stress fiber","16/491","24/2087",0.666666666666667,2.8336727766463,5.01024887063804,7.69632524415606e-06,4.5750377840261e-05,1.99534358181824e-05,"Sorbs1/Dctn4/Septin5/Myh9/Fermt2/Pdlim5/Septin7/Ablim1/Luzp1/Actb/Coro1b/Dst/Enah/Mprip/Myl12b/Palld",16
"GO:0097517","GO:0097517","contractile actin filament bundle","16/491","24/2087",0.666666666666667,2.8336727766463,5.01024887063804,7.69632524415606e-06,4.5750377840261e-05,1.99534358181824e-05,"Sorbs1/Dctn4/Septin5/Myh9/Fermt2/Pdlim5/Septin7/Ablim1/Luzp1/Actb/Coro1b/Dst/Enah/Mprip/Myl12b/Palld",16
"GO:0005912","GO:0005912","adherens junction","18/491","29/2087",0.620689655172414,2.63824706791207,4.92648503260706,9.08922916167043e-06,5.30480465617492e-05,2.3136219684252e-05,"Sorbs1/Add1/Myo1e/Myh9/Fermt2/Pdlim5/Synm/Afdn/Ppp1ca/Ctnnd1/Camsap3/Actb/Flot1/Flot2/Itgb1/Jcad/Lama3/Mtss1",18
"GO:0030055","GO:0030055","cell-substrate junction","23/491","42/2087",0.547619047619048,2.3276597808166,4.81999117266751,1.00407806799344e-05,5.75551892546237e-05,2.51019516998359e-05,"Sorbs1/Dctn4/Clasp2/Myh9/Lasp1/Tln2/Fermt2/Git1/Cpne3/Plec/Rala/Actb/Tns2/Bcar1/Cav2/Dst/Enah/Gak/Itgb1/Lama3/Mapre1/Palld/Shc1",23
"GO:0030139","GO:0030139","endocytic vesicle","28/491","56/2087",0.5,2.12525458248472,4.73337918492187,1.11144539895642e-05,6.25919250991249e-05,2.72986589217367e-05,"Eps15/Cd2ap/Myo1e/Myh9/Rab11fip5/Dnm1/Anxa11/Epn2/Ehd1/Rala/Gapvd1/Rab23/Ap2b1/Ap2m1/Ehd3/Ehd4/Flot2/Fmnl1/Myo18a/Pik3c3/Rab11b/Rab5c/Sgip1/Snap91/Stam2/Stx7/Stxbp1/Syt7",28
"GO:0005925","GO:0005925","focal adhesion","22/491","40/2087",0.55,2.3377800407332,4.73736929707508,1.43738594643952e-05,7.9551877380532e-05,3.46955228450918e-05,"Sorbs1/Dctn4/Clasp2/Myh9/Lasp1/Tln2/Fermt2/Git1/Cpne3/Plec/Rala/Actb/Tns2/Bcar1/Cav2/Dst/Enah/Gak/Itgb1/Mapre1/Palld/Shc1",22
"GO:0030027","GO:0030027","lamellipodium","29/491","60/2087",0.483333333333333,2.05441276306857,4.59558559664476,1.79413228464586e-05,9.76129598934441e-05,4.2572630483122e-05,"Wasl/Myh9/Fermt2/Git1/Arpin/Snx2/Ctnnd1/Ablim1/Actb/Dpysl3/Actr2/Caprin1/Abi1/Arpc5/Bcar1/Cdc42bpb/Coro1b/Dgkz/Enah/Flot1/Flot2/Itgb1/Kcna2/Palld/Rufy3/Snap25/Snx1/Srcin1/Tubb3",29
"GO:1990752","GO:1990752","microtubule end","10/491","12/2087",0.833333333333333,3.54209097080788,4.897270751552,1.99217972213946e-05,0.000106581615134461,4.64841935165874e-05,"Ckap5/Clasp2/Dctn1/Camsap3/Camsap1/Camsap2/Clip2/Dst/Mapre1/Slain2",10
"GO:0030426","GO:0030426","growth cone","30/491","65/2087",0.461538461538462,1.96177346075513,4.36837935787507,3.97826906656483e-05,0.000206295495982396,8.99731135125713e-05,"Mapt/Map1b/Clasp2/Cd2ap/Fkbp15/Dctn2/Git1/Dclk1/Sncb/Exoc4/Ctnnd1/Dpysl3/Calm1/Abi1/Arpc5/Crmp1/Exoc3/Gprin1/Katnb1/Kif21a/Kif5a/Kif5c/Nefl/Palld/Pclo/Rufy3/Scn11a/Snap25/Tmod2/Tubb3",30
"GO:0030427","GO:0030427","site of polarized growth","31/491","68/2087",0.455882352941176,1.93773211932431,4.35959898959041,3.98452359841387e-05,0.000206295495982396,8.99731135125713e-05,"Mapt/Map1b/Clasp2/Cd2ap/Fkbp15/Dctn2/Git1/Dclk1/Sncb/Exoc4/Ctnnd1/Dpysl3/Calm1/Abi1/Arpc5/Crmp1/Exoc3/Fry/Gprin1/Katnb1/Kif21a/Kif5a/Kif5c/Nefl/Palld/Pclo/Rufy3/Scn11a/Snap25/Tmod2/Tubb3",31
"GO:0042383","GO:0042383","sarcolemma","19/491","34/2087",0.558823529411765,2.37528453336528,4.48351882234971,4.1944346104005e-05,0.000213716430148978,9.32096580089001e-05,"Ank3/Atp1a1/Anxa6/Synm/Plec/Aqp1/Col6a2/Ank1/Ank2/Atp1b1/Bin1/Camk2d/Cav2/Dst/Flot1/Itgb1/Plcb3/Prkcq/Stbd1",19
"GO:0060076","GO:0060076","excitatory synapse","12/491","17/2087",0.705882352941177,3.00035941056667,4.59228440170836,4.85582549994538e-05,0.000243549997731636,0.000106221182811305,"Git1/Afdn/Cadm3/Dgki/Gnao1/Itgb1/Palld/Pclo/Snap91/Stxbp1/Synj1/Syp",12
"GO:0030658","GO:0030658","transport vesicle membrane","25/491","51/2087",0.490196078431373,2.08358292400463,4.34450006703121,5.13853992544755e-05,0.000253764817856717,0.000110676244548101,"Map6/Rab3c/Rab11fip5/Sec22b/Snap29/Mal2/Calm1/Amph/Arfgef3/Atp2b1/Atp8a1/Bin1/Dgki/Dmxl2/Mctp2/Phaf1/Rab11b/Rab5c/Rph3a/Stx7/Syn1/Syn2/Syp/Syt7/Tmed10",25
"GO:0005813","GO:0005813","centrosome","45/491","114/2087",0.394736842105263,1.67783256511952,4.12755403513034,6.79491714609213e-05,0.000330480061196299,0.000144134606129227,"Ckap5/Sorbs1/Dctn4/Clasp2/Dync1li2/Cd2ap/Tacc2/Dctn2/Mpp1/Git1/Scyl1/Rab11fip5/Rabl6/Dctn1/Exoc4/Snap29/Pdcd6ip/Camsap3/Luzp1/Dync1h1/Ruvbl1/Mks1/Rab23/Calm1/Vps37a/Camsap2/Ccdc22/Crmp1/Csnk1a1/Cyld/Flot1/Fry/Iqcb1/Itsn2/Katnal1/Katnb1/Mapre1/Nek7/Nek9/Prkar2b/Prkcq/Rap1gap2/Ruvbl2/Slain2/Vps4b",45
"GO:0005882","GO:0005882","intermediate filament","13/491","20/2087",0.65,2.76283095723014,4.39275399820032,8.64670213068435e-05,0.000402259620862272,0.000175440333086349,"Prph/Nefm/Nefh/Synm/Plec/Lmnb2/Krt25/Csnk1a1/Dst/Krt20/Krt31/Krt80/Nefl",13
"GO:0030118","GO:0030118","clathrin coat","13/491","20/2087",0.65,2.76283095723014,4.39275399820032,8.64670213068435e-05,0.000402259620862272,0.000175440333086349,"Eps15/Aak1/Eps15l1/Clint1/Epn2/Necap2/Ap2b1/Ap2m1/Necap1/Scn10a/Sgip1/Snap91/Synj1",13
"GO:0044291","GO:0044291","cell-cell contact zone","13/491","20/2087",0.65,2.76283095723014,4.39275399820032,8.64670213068435e-05,0.000402259620862272,0.000175440333086349,"Sptan1/Ank3/Atp1a1/Anxa6/Tln2/Afdn/Ank2/Atp1b1/Camk2d/Dst/Flot1/Flot2/Itgb1",13
"GO:0030117","GO:0030117","membrane coat","18/491","33/2087",0.545454545454545,2.31845954452879,4.23355311996609,0.000103280825284875,0.000466945703048518,0.00020365233154764,"Eps15/Aak1/Eps15l1/Clint1/Ap3d1/Scyl1/Ap3s1/Dnm1/Epn2/Necap2/Ap2b1/Ap2m1/Ap3b2/Necap1/Scn10a/Sgip1/Snap91/Synj1",18
"GO:0048475","GO:0048475","coated membrane","18/491","33/2087",0.545454545454545,2.31845954452879,4.23355311996609,0.000103280825284875,0.000466945703048518,0.00020365233154764,"Eps15/Aak1/Eps15l1/Clint1/Ap3d1/Scyl1/Ap3s1/Dnm1/Epn2/Necap2/Ap2b1/Ap2m1/Ap3b2/Necap1/Scn10a/Sgip1/Snap91/Synj1",18
"GO:0030141","GO:0030141","secretory granule","24/491","50/2087",0.48,2.04024439918534,4.12863346483742,0.00011167965639215,0.000497905134748335,0.00021715488742918,"Myh9/Rab11fip5/Dnm1/Anxa11/Fga/Aqp1/Ap2m1/Atp8a1/Cadps/Cav2/Clip2/Dld/Dmxl2/Exoc3/Flot2/Itgb1/Loxl1/Rph3a/Stx7/Stxbp1/Syt7/Tmed10/Vps13a/Vps13c",24
"GO:0099568","GO:0099568","cytoplasmic region","25/491","53/2087",0.471698113207547,2.00495715328748,4.10952343077366,0.00011491292946286,0.00050530205969285,0.000220380960613704,"Mapt/Map1a/Ckap5/Clasp2/Ap3d1/Ap3s1/Dctn1/Phldb1/Septin7/Ctnnd1/Camsap3/Dusp3/Abhd12/Ap3b2/Dst/Flot2/Kif21a/Kif5a/Kif5c/Madd/Nefl/Pclo/Rab21/Stxbp1/Tubb4a",25
"GO:0045211","GO:0045211","postsynaptic membrane","19/491","36/2087",0.527777777777778,2.24332428151165,4.17286457136673,0.000119578564510723,0.000518577873569525,0.000226171035201662,"Rtn4/Ank3/Strn/Afdn/Vdac1/Ank1/Ank2/Cadm1/Dgki/Dnm3/Gabbr1/Gnao1/Itgb1/Kcna2/Kctd16/Pacsin1/Rph3a/Snap91/Trpv1",19
"GO:0032432","GO:0032432","actin filament bundle","16/491","28/2087",0.571428571428571,2.42886237998254,4.22107140572241,0.000121163054572319,0.000518577873569525,0.000226171035201662,"Sorbs1/Dctn4/Septin5/Myh9/Fermt2/Pdlim5/Septin7/Ablim1/Luzp1/Actb/Coro1b/Dst/Enah/Mprip/Myl12b/Palld",16
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","34/491","81/2087",0.419753086419753,1.78416434085137,3.99177072659544,0.00013398286880449,0.000565901327450542,0.000246810547797744,"Rtn4/Rtn3/Esyt1/Esyt2/Rint1/Lpcat1/Sec22b/Srpra/Reep5/Atp2a1/Abhd12/Atg2b/Atl1/Camk2d/Cept1/Dst/Ermp1/Fmn2/Gabbr1/Hmox2/Kcna2/Lnpk/Osbpl3/Pdzd8/Plpp3/Rab21/Rtn1/Slc27a4/Stbd1/Tex2/Tmed10/Vapb/Vps13a/Vps13c",34
"GO:0005815","GO:0005815","microtubule organizing center","48/491","127/2087",0.377952755905512,1.60649165290184,3.91093058267221,0.000140228715572609,0.000584589840244252,0.000254961301041107,"Map4/Ckap5/Sorbs1/Dctn4/Clasp2/Dync1li2/Cd2ap/Tacc2/Dctn2/Mpp1/Git1/Scyl1/Rab11fip5/Rabl6/Dctn1/Exoc4/Snap29/Pdcd6ip/Camsap3/Luzp1/Dync1h1/Ruvbl1/Mks1/Rab23/Calm1/Vps37a/Camsap2/Ccdc22/Crmp1/Csnk1a1/Cyld/Flot1/Fry/Iqcb1/Itsn2/Katnal1/Katnb1/Mapre1/Myo18a/Nek7/Nek9/Prkar2b/Prkcq/Ptpn23/Rap1gap2/Ruvbl2/Slain2/Vps4b",48
"GO:0045178","GO:0045178","basal part of cell","21/491","42/2087",0.5,2.12525458248472,4.08517093983526,0.000145195731252326,0.000597536278615342,0.000260607722760585,"Clasp2/Ank3/Eps15/Atp1a1/Phldb1/Map7/Plec/Cr1l/Aqp1/Ank2/Aqp5/Atp1b1/Atp2b1/Cadm1/Flot1/Flot2/Grk2/Numb/Plpp3/Prom2/Slc12a2",21
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","15/491","26/2087",0.576923076923077,2.45221682594391,4.13200270397115,0.000172020180816402,0.000694126508478876,0.000302734302763373,"Prph/Nefm/Bcas3/Nefh/Synm/Plec/Lmnb2/Krt25/Csnk1a1/Dst/Krt20/Krt31/Krt80/Nefl/Sestd1",15
"GO:0043209","GO:0043209","myelin sheath","39/491","98/2087",0.397959183673469,1.69152915748784,3.8885491907165,0.000172991030150499,0.000694126508478876,0.000302734302763373,"Sptan1/Nefm/Atp1a1/Pebp1/Slc25a5/Nefh/Dnm1/Exoc4/Septin7/Uqcrc2/Pdcd6ip/Atp5f1a/Ehd1/Plec/Cox5b/Rala/Actb/Calm1/Mdh2/Vdac1/Atp1b1/Dld/Ehd3/Gnao1/Itgb1/Napg/Nefl/Nsf/Pacsin1/Prxl2b/Sdha/Septin4/Slc25a4/Snap25/Stxbp1/Syn1/Syn2/Tagln3/Tubb4a",39
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","34/491","82/2087",0.414634146341463,1.76240623913367,3.90586864674119,0.000179111630032675,0.000709812756055416,0.000309575656846599,"Rtn4/Rtn3/Esyt1/Esyt2/Rint1/Lpcat1/Sec22b/Srpra/Reep5/Atp2a1/Abhd12/Atg2b/Atl1/Camk2d/Cept1/Dst/Ermp1/Fmn2/Gabbr1/Hmox2/Kcna2/Lnpk/Osbpl3/Pdzd8/Plpp3/Rab21/Rtn1/Slc27a4/Stbd1/Tex2/Tmed10/Vapb/Vps13a/Vps13c",34
"GO:0070160","GO:0070160","tight junction","10/491","14/2087",0.714285714285714,3.03607797497818,4.23877366450955,0.000188784421765174,0.00073902194373928,0.000322314866428346,"Ank3/Strn/Afdn/Cgnl1/Pdcd6ip/Ctnnd1/Luzp1/Actb/Arhgap17/Magi3",10
"GO:0030672","GO:0030672","synaptic vesicle membrane","20/491","40/2087",0.5,2.12525458248472,3.98477055131915,0.000209631843784883,0.000801093117320803,0.000349386406308138,"Rab3c/Snap29/Mal2/Calm1/Amph/Atp2b1/Atp8a1/Bin1/Dgki/Dmxl2/Mctp2/Phaf1/Rab11b/Rab5c/Rph3a/Stx7/Syn1/Syn2/Syp/Syt7",20
"GO:0099501","GO:0099501","exocytic vesicle membrane","20/491","40/2087",0.5,2.12525458248472,3.98477055131915,0.000209631843784883,0.000801093117320803,0.000349386406308138,"Rab3c/Snap29/Mal2/Calm1/Amph/Atp2b1/Atp8a1/Bin1/Dgki/Dmxl2/Mctp2/Phaf1/Rab11b/Rab5c/Rph3a/Stx7/Syn1/Syn2/Syp/Syt7",20
"GO:0031901","GO:0031901","early endosome membrane","16/491","29/2087",0.551724137931034,2.34510850481073,4.0449679697142,0.000212418440265921,0.000802191992063065,0.00034986566632034,"Eps15/Mon2/Washc2/Rab11fip5/Snx2/Sh3gl1/Ehd1/Rcc2/Ehd4/Gga3/Rab21/Rab5c/Snx1/Stam2/Stx7/Zfyve16",16
"GO:0030136","GO:0030136","clathrin-coated vesicle","22/491","46/2087",0.478260869565217,2.03285220933322,3.9280503947757,0.000231779744879764,0.000865131373330283,0.000377315863757756,"Eps15/Aak1/Scyl2/Myo1e/Clint1/Dnm1/Epn2/Snx9/Necap2/Ap2b1/Ap2m1/Ap3b2/Dnajc6/Gak/Necap1/Numb/Sgip1/Sh3bp4/Snap91/Syn1/Syp/Tmed10",22
"GO:0048471","GO:0048471","perinuclear region of cytoplasm","62/491","178/2087",0.348314606741573,1.48051442824779,3.71702022495462,0.000237513625777584,0.000870710202926952,0.000379748998161288,"Map6/Map1b/Add1/Cd2ap/Rab3c/Anxa6/Tppp3/Clint1/Tpd52/Ranbp2/Tpd52l2/Map7/Ehd1/Plec/Trappc12/Tgm2/Scel/Wrnip1/Rab15/Anp32a/Atp2a1/S100a16/Ank2/Ankrd13d/Camk2d/Cav2/Coro1b/Cyld/Dgki/Dmtn/Dnm3/Dst/Ehd3/Ehd4/Eml1/Exoc3/Flot2/Fmn2/Gak/Itgb1/Jcad/Kif5a/Osbpl3/Pacs1/Pacsin1/Pclo/Pex5l/Prkar2b/Prkcd/Rad50/S100a6/Slk/Snap25/Snap47/Snx1/Stbd1/Stx7/Stxbp1/Synj1/Syp/Trarg1/Wdr44",62
"GO:0030135","GO:0030135","coated vesicle","26/491","58/2087",0.448275862068966,1.90540066015872,3.87788775821526,0.000238699370272809,0.000870710202926952,0.000379748998161288,"Eps15/Aak1/Scyl2/Myo1e/Clint1/Scyl1/Dnm1/Epn2/Sec22b/Snx9/Necap2/Ap2b1/Ap2m1/Ap3b2/Dnajc6/Gak/Necap1/Numb/Pacs1/Pacsin1/Sgip1/Sh3bp4/Snap91/Syn1/Syp/Tmed10",26
"GO:0030119","GO:0030119","AP-type membrane coat adaptor complex","8/491","10/2087",0.8,3.40040733197556,4.21937524905707,0.00025469991451877,0.000908429695116946,0.000396199867029198,"Eps15/Ap3d1/Ap3s1/Ap2b1/Ap2m1/Ap3b2/Sgip1/Snap91",8
"GO:0097470","GO:0097470","ribbon synapse","8/491","10/2087",0.8,3.40040733197556,4.21937524905707,0.00025469991451877,0.000908429695116946,0.000396199867029198,"Dnm1/Amph/Arfgap3/Atp2b1/Camk2d/Pacsin1/Pclo/Snap25",8
"GO:0030863","GO:0030863","cortical cytoskeleton","18/491","35/2087",0.514285714285714,2.18597614198429,3.92376285069678,0.000278495364601048,0.000982384747658641,0.000428454407078535,"Sptan1/Clasp2/Wasl/Sptbn1/Myo1e/Myh9/Lasp1/Mpp1/Snx9/Actb/Actr2/Ank1/Dmtn/Flot1/Flot2/Mapre1/Pclo/Tmod1",18
"GO:0043025","GO:0043025","neuronal cell body","52/491","144/2087",0.361111111111111,1.53490608735008,3.68895910397051,0.000286239848720922,0.000998728167819739,0.00043558237848836,"Mapt/Map1b/Map1a/Ckap5/Prph/Nefm/Rtn4/Strn/Eif4b/Pebp1/Nefh/Cnn3/Dctn1/Sncb/Exoc4/Septin7/Ppp1ca/Nap1l4/Dync1h1/Smurf1/Aqp1/Atp2b1/Camk2d/Cplx1/Crmp1/Dgki/Gabbr1/Katnb1/Kcna2/Kif5a/Kif5c/Mast1/Palld/Pclo/Prkar2b/Rtn1/Rufy3/Scn11a/Septin4/Slc12a2/Snap25/Snap47/Snap91/Srcin1/Strn3/Syt7/Tanc1/Trpv1/Tubb3/Tubb4a/Vps13a/Ykt6",52
